timestamp,cross_track_error
1746285473.223515,0.1842085664840635
1746285473.2647452,0.1842085664840635
1746285473.3348718,0.1842085664840635
1746285473.3997796,0.1842085664840635
1746285473.4781106,0.1842085664840635
1746285473.5388367,0.1842085664840635
1746285473.617383,0.1842085664840635
1746285473.6856775,0.1842085664840635
1746285473.7407842,0.1842085664840635
1746285473.8096201,0.1842085664840635
1746285473.8758743,0.1842085664840635
1746285473.9456358,0.1842085664840635
1746285474.0068557,0.1842085664840635
1746285474.07439,0.1842085664840635
1746285474.146737,0.1842085664840635
1746285474.2098591,0.1842085664840635
1746285474.2812264,0.18218136833961965
1746285474.3563974,0.1842085664840635
1746285474.4230847,0.1842085664840635
1746285474.485574,0.1842085664840635
1746285474.5640733,0.1842085664840635
1746285474.6200526,0.1842085664840635
1746285474.6860805,0.1842085664840635
1746285474.7561917,0.1842085664840635
1746285474.8349695,0.1842085664840635
1746285474.8913043,0.1842085664840635
1746285474.9629838,0.1842085664840635
1746285475.038353,0.1842085664840635
1746285475.1206822,0.1842085664840635
1746285475.1766021,0.1842085664840635
1746285475.2390573,0.1842085664840635
1746285475.325661,0.18218136833961965
1746285475.3768218,0.18218136833961965
1746285475.4387507,0.1842085664840635
1746285475.5083132,0.1842085664840635
1746285475.5834904,0.18825813569966907
1746285475.6376915,0.19835231081648078
1746285475.7058988,0.17608948677116262
1746285475.7760544,0.22240982436941917
1746285475.8475134,0.24425506323129004
1746285475.9181588,0.13714700158042892
1746285475.9882128,0.2776321263383146
1746285476.0520608,0.08693493047791645
1746285476.1045165,0.09509733855280525
1746285476.1717181,0.13223328191998351
1746285476.2454424,0.17387369128601818
1746285476.3212388,0.04138755959245908
1746285476.3859897,0.10723804631403339
1746285476.4574933,0.10241927696297053
1746285476.5183063,0.10241927696297053
1746285476.5783067,0.14945139216144057
1746285476.6541655,0.13945415224003957
1746285476.737818,0.09759045687057577
1746285476.7916331,0.03194972569478536
1746285476.8783808,0.13714700158042892
1746285476.9422264,0.11684751521692273
1746285477.0106635,0.24200583664414746
1746285477.0772579,0.13119250008723238
1746285477.1586037,0.21018138871777456
1746285477.2257698,0.1914839543645988
1746285477.2911057,0.19586674659698708
1746285477.3601968,0.19805527893928696
1746285477.4437723,0.2698201545372805
1746285477.4971614,0.2698201545372805
1746285477.56106,0.27177547997012214
1746285477.6352882,0.20678950835253546
1746285477.698926,0.2834743303942686
1746285477.758659,0.28152850881409586
1746285477.8200176,0.27430510695089094
1746285477.9175718,0.2854185747636381
1746285477.9970741,0.2951163990099385
1746285478.0468585,0.2561900835214913
1746285478.125249,0.23544458779982314
1746285478.1856935,0.2312521539994681
1746285478.251717,0.26022733228572875
1746285478.3296237,0.25820964522699685
1746285478.387014,0.28152850881409586
1746285478.4704127,0.2763095343551074
1746285478.5522473,0.23997267774436676
1746285478.6084764,0.2541197279366523
1746285478.6757998,0.23793780952584856
1746285478.7421436,0.2277379401183041
1746285478.8217356,0.2174950143008725
1746285478.875266,0.2084051197538064
1746285478.9554691,0.22041394076161414
1746285479.034209,0.2174950143008725
1746285479.09599,0.21441703898483985
1746285479.1612508,0.22041394076161414
1746285479.2137833,0.23037619816866664
1746285479.292724,0.2501786948696011
1746285479.3729198,0.2541197279366523
1746285479.42858,0.23633405310664657
1746285479.5041275,0.22041394076161414
1746285479.579498,0.20639791128118623
1746285479.646819,0.2084051197538064
1746285479.7129207,0.21241478181408732
1746285479.7750673,0.2003663509106191
1746285479.8530488,0.19230081025338486
1746285479.924777,0.17812193223667833
1746285479.9879572,0.18218136833961965
1746285480.0497801,0.1801524909529514
1746285480.1222632,0.17608948677116262
1746285480.1989546,0.17608948677116262
1746285480.2810423,0.15772300052909502
1746285480.3511684,0.12887759933828338
1746285480.4182022,0.11015514717668455
1746285480.48845,0.09759459091272263
1746285480.564436,0.09339348000615233
1746285480.6317363,0.07016090343605334
1746285480.7037752,0.07651859563986216
1746285480.7860167,0.09549502557009637
1746285480.8496292,0.09129037229067877
1746285480.913738,0.09549502557009637
1746285480.98006,0.09969238851253649
1746285481.0525732,0.09759459091272263
1746285481.1218214,0.11641160588283138
1746285481.1870725,0.12887759933828338
1746285481.2675252,0.133019167401157
1746285481.3212705,0.11641160588283138
1746285481.38808,0.11641160588283138
1746285481.4642363,0.11224238487683673
1746285481.530373,0.11432787037705702
1746285481.5924516,0.1038826894063927
1746285481.6679106,0.09759459091272263
1746285481.7402544,0.1080661550674062
1746285481.8037622,0.12887759933828338
1746285481.8671222,0.1268043178642043
1746285481.9366608,0.11432787037705702
1746285481.9971912,0.1038826894063927
1746285482.0841238,0.09129037229067877
1746285482.1320179,0.08074796050478897
1746285482.2269526,0.08918549011474838
1746285482.2802968,0.08918549011474838
1746285482.3438313,0.10597519715238751
1746285482.431892,0.12057404367229198
1746285482.5067246,0.14334253291886753
1746285482.596947,0.1556738080838739
1746285482.661745,0.1556738080838739
1746285482.727457,0.17812193223667833
1746285482.8013124,0.19835231081648078
1746285482.8594604,0.19431964320998216
1746285482.937044,0.2023785289076813
1746285483.0023181,0.18218136833961965
1746285483.0740023,0.15772300052909502
1746285483.1535258,0.1350872512500167
1746285483.2094095,0.1350872512500167
1746285483.272826,0.1495157767710698
1746285483.3535528,0.17201994351811126
1746285483.4301393,0.18623408747021003
1746285483.4813616,0.19835231081648078
1746285483.5650256,0.19633680937656325
1746285483.6211002,0.20438904834794466
1746285483.6951587,0.19431964320998216
1746285483.7849898,0.17812193223667833
1746285483.8471363,0.14745974474003834
1746285483.91527,0.15977048845308087
1746285483.9651856,0.17201994351811126
1746285484.0418265,0.19835231081648078
1746285484.1167693,0.21841661643064814
1746285484.1933582,0.23633405310664657
1746285484.253936,0.21641764984715242
1746285484.320265,0.19431964320998216
1746285484.400866,0.20639791128118623
1746285484.4556353,0.22440387009714818
1746285484.5460598,0.2422770916919995
1746285484.631774,0.2541197279366523
1746285484.6983783,0.27372921662521255
1746285484.765248,0.2698201545372805
1746285484.8414328,0.2659045336298942
1746285484.9018993,0.25608803072454167
1746285484.9844725,0.24623122068196673
1746285485.051878,0.23037619816866664
1746285485.1247396,0.20438904834794466
1746285485.171815,0.21841661643064814
1746285485.2522895,0.21841661643064814
1746285485.3317182,0.21841661643064814
1746285485.3971636,0.19633680937656325
1746285485.4772592,0.18825813569966907
1746285485.5330687,0.22240982436941917
1746285485.6038241,0.2084051197538064
1746285485.6635723,0.22240982436941917
1746285485.7240217,0.2084051197538064
1746285485.8061645,0.20438904834794466
1746285485.8798509,0.20438904834794466
1746285485.9419513,0.20438904834794466
1746285486.0201228,0.2023785289076813
1746285486.0846636,0.20438904834794466
1746285486.1461558,0.23434979457255375
1746285486.2174556,0.2323637111876747
1746285486.2760482,0.2023785289076813
1746285486.3625505,0.19431964320998216
1746285486.4382803,0.19028030844000787
1746285486.5182,0.2084051197538064
1746285486.5689316,0.23182311413058534
1746285486.6466491,0.22240982436941917
1746285486.7026272,0.1801524909529514
1746285486.7829065,0.16794364140548754
1746285486.8388183,0.19028030844000787
1746285486.917638,0.19028030844000787
1746285486.97253,0.20438904834794466
1746285487.0392962,0.18825813569966907
1746285487.116951,0.19028030844000787
1746285487.1823423,0.18218136833961965
1746285487.24424,0.16181627398168186
1746285487.3213458,0.1801524909529514
1746285487.372351,0.19431964320998216
1746285487.4496117,0.18623408747021003
1746285487.515314,0.14128114260564037
1746285487.5875344,0.10178842060114336
1746285487.6529803,0.12057404367229198
1746285487.7342362,0.11224238487683673
1746285487.8025,0.11015514717668455
1746285487.863601,0.1038826894063927
1746285487.918729,0.08074796050478897
1746285487.9922082,0.1080661550674062
1746285488.0710535,0.11224238487683673
1746285488.130089,0.11015514717668455
1746285488.204556,0.06803815209847014
1746285488.2677126,0.046710865219307875
1746285488.342182,0.05952912999314926
1746285488.4272854,0.08707883123165737
1746285488.4733028,0.09759459091272263
1746285488.540429,0.055263563277594775
1746285488.6130524,0.01871270049079758
1746285488.6831777,0.025201538838976197
1746285488.7569127,0.06803815209847014
1746285488.8169975,0.09969238851253649
1746285488.9061923,0.1038826894063927
1746285488.9525826,0.0849703933909088
1746285489.0428789,0.08707883123165737
1746285489.1190171,0.11224238487683673
1746285489.16665,0.12265254221644259
1746285489.234675,0.12887759933828338
1746285489.3006806,0.14128114260564037
1746285489.3710368,0.14334253291886753
1746285489.4472752,0.14540199750504013
1746285489.5231164,0.14745974474003834
1746285489.604646,0.16998263837118882
1746285489.6528554,0.15772300052909502
1746285489.7330418,0.16386035923721487
1746285489.8110023,0.1801524909529514
1746285489.8781939,0.22440387009714818
1746285489.9315066,0.1486615636411923
1746285490.009724,0.24029769967468728
1746285490.0730488,0.22240982436941917
1746285490.1566577,0.2422770916919995
1746285490.213525,0.14782374252548722
1746285490.2785935,0.2728516160901032
1746285490.357953,0.23793780952584856
1746285490.4221191,0.23182311413058534
1746285490.4950283,0.252150015557483
1746285490.5689592,0.2383166874762537
1746285490.6282978,0.2323637111876747
1746285490.7225103,0.2422770916919995
1746285490.7897718,0.252150015557483
1746285490.8574777,0.22639627963147166
1746285490.9161224,0.21841661643064814
1746285490.978474,0.21641764984715242
1746285491.0674243,0.22639627963147166
1746285491.1292753,0.21241478181408732
1746285491.184016,0.18825813569966907
1746285491.2623174,0.17608948677116262
1746285491.3391788,0.1740555589510128
1746285491.3970656,0.16794364140548754
1746285491.4820466,0.1350872512500167
1746285491.533091,0.11432787037705702
1746285491.6152465,0.1038826894063927
1746285491.6925123,0.10597519715238751
1746285491.788947,0.11224238487683673
1746285491.8539948,0.12057404367229198
1746285491.9411387,0.12265254221644259
1746285491.993978,0.11015514717668455
1746285492.061437,0.10597519715238751
1746285492.136957,0.08707883123165737
1746285492.2260416,0.10597519715238751
1746285492.2938268,0.11432787037705702
1746285492.3717372,0.08918549011474838
1746285492.4419634,0.07016090343605334
1746285492.4973783,0.05952912999314926
1746285492.5780828,0.05312816786303582
1746285492.6535118,0.05952912999314926
1746285492.714511,0.08074796050478897
1746285492.784099,0.08918549011474838
1746285492.8595111,0.10178842060114336
1746285492.9260142,0.11015514717668455
1746285492.993849,0.08074796050478897
1746285493.0649867,0.06378724898040886
1746285493.1397016,0.0849703933909088
1746285493.1981993,0.09549502557009637
1746285493.2719305,0.09339348000615233
1746285493.3353524,0.11432787037705702
1746285493.4048972,0.12057404367229198
1746285493.4811308,0.16590295051275217
1746285493.5688114,0.16590295051275217
1746285493.6360161,0.16998263837118882
1746285493.6913855,0.19028030844000787
1746285493.759236,0.18218136833961965
1746285493.8428042,0.17201994351811126
1746285493.9072092,0.1801524909529514
1746285493.9671767,0.2003663509106191
1746285494.037339,0.2323637111876747
1746285494.1004293,0.22041394076161414
1746285494.1724515,0.19431964320998216
1746285494.2505229,0.18623408747021003
1746285494.3208482,0.17812193223667833
1746285494.3853152,0.18218136833961965
1746285494.4629223,0.17201994351811126
1746285494.5299027,0.17201994351811126
1746285494.597129,0.17608948677116262
1746285494.6620219,0.1801524909529514
1746285494.736094,0.16998263837118882
1746285494.796641,0.16386035923721487
1746285494.8782077,0.15772300052909502
1746285494.9510174,0.15157009574176533
1746285495.0139825,0.15157009574176533
1746285495.0861957,0.15772300052909502
1746285495.1677697,0.1495157767710698
1746285495.218966,0.14334253291886753
1746285495.2976215,0.12472929955139155
1746285495.3740766,0.11224238487683673
1746285495.4361744,0.1038826894063927
1746285495.498516,0.08918549011474838
1746285495.5820005,0.07016090343605334
1746285495.6572647,0.057397145515512164
1746285495.7422097,0.044568193753295904
1746285495.7922823,0.03382720275916742
1746285495.8607814,0.012207400903586
1746285495.9258494,-0.0008537061970317093
1746285496.008613,-0.016177181823745522
1746285496.0689178,-0.0271791300270592
1746285496.1311617,-0.04488124894116918
1746285496.2282696,-0.05155135683057843
1746285496.27735,-0.056007599538221174
1746285496.3467896,-0.05377851129332618
1746285496.4107566,-0.05155135683057843
1746285496.4941282,-0.06270649218444933
1746285496.5813725,-0.06270649218444933
1746285496.6286201,-0.06942310403595542
1746285496.70065,-0.07391044952301028
1746285496.775784,-0.07166579974800172
1746285496.8280115,-0.0874197526504851
1746285496.9034169,-0.09193875384322997
1746285496.9693034,-0.09028503367051448
1746285497.0360053,-0.08967837881452434
1746285497.0978947,-0.08065637397131564
1746285497.1748824,-0.08516332448975236
1746285497.2449875,-0.08516332448975236
1746285497.3226569,-0.08290886578914815
1746285497.3825488,-0.06718235983633986
1746285497.44695,-0.056007599538221174
1746285497.6773927,-0.08065637397131564
1746285497.7593288,-0.08065637397131564
1746285497.8319294,-0.08516332448975236
1746285497.8992283,-0.06942310403595542
1746285497.9849858,-0.06270649218444933
1746285498.0646439,-0.05377851129332618
1746285498.1212573,-0.04044428168727111
1746285498.1903796,-0.036014768163625886
1746285498.2613964,-0.03380299415468697
1746285498.3572512,-0.031593131445833394
1746285498.4007304,-0.0183737343430562
1746285498.4709234,-0.016177181823745522
1746285498.5322497,-0.003037286682513194
1746285498.591809,-0.007409644593906829
1746285498.6911159,-0.0183737343430562
1746285498.7374768,-0.0271791300270592
1746285498.8055665,-0.03380299415468697
1746285498.8703535,-0.03380299415468697
1746285498.9414525,-0.03822845595333438
